layer_id,Embedding,Attention,Linear Attention,Router,Weight Loading,Dispatch Table,Gather,FP8 Dequant,Expert Compute,Scatter,Shared Expert,Merge,GPU Free,Final RMSNorm,LM Head
10,0.0,0.0,0.5502510630003599,0.0034051269985866384,4.256956113003071,0.002054007997685403,0.105683272976421,0.4045511519916545,0.11472450300607306,0.031571090004035796,0.08039187300164485,0.0004667810007958906,0.09039611400021386,0.0,0.0,6.355547601981016
11,0.0,0.3357923980001942,0.0,0.0032749929987403448,3.6339163629991162,0.002148257001863385,0.10437741100849962,0.40148501901239797,0.11330345000078523,0.031039181988489872,0.05864011200083041,0.0005159690008440521,0.09069124999768974,0.0,0.0,5.483095153008435
12,0.0,0.0,0.5460219680035152,0.004315474997383717,3.4215903759995854,0.0019978739983343985,0.10514985298777901,0.4118880689948128,0.11756502200023533,0.03163775600387453,0.05137698999988061,0.00048111300020536873,0.0892112379997343,0.0,0.0,5.505434959983177
13,0.0,0.0,0.48309384099775343,0.003700220998325676,3.341034321000734,0.002183284999773605,0.10287340599006711,0.39691597800720047,0.11284166199129686,0.031073683991053258,0.06328164099977585,0.0004792500003532041,0.08900653199998487,0.0,0.0,5.326977064978564
14,0.0,0.0,0.46085719499751576,0.0033692619999783346,3.461740598999313,0.0019479729990052874,0.1041068609983995,0.40982488399549766,0.11507164099748479,0.03148296199651668,0.060144664000290504,0.0004783450003742473,0.09236935400076618,0.0,0.0,5.458940296983201
15,0.0,0.4983211949993347,0.0,0.003575172999262577,3.79112036800052,0.0020283149988244986,0.10595862598256645,0.41774316897499375,0.11739968900474196,0.032541091993152804,0.06201917199905438,0.00048567999965598574,0.09166424999784795,0.0,0.0,5.854651278951678
16,0.0,0.0,0.49262316900149017,0.00341646199922252,3.0066080449987567,0.0020025260009788326,0.09926686900689674,0.38331735197425587,0.11408033999759937,0.029812154025421478,0.05523258999801328,0.0004679910007325816,0.08777846999873873,0.0,0.0,4.956281181001941
17,0.0,0.0,0.508743193000555,0.0031891779999568826,3.290441055001793,0.0020390969984873664,0.10482440598116227,0.3986368069809032,0.12135197000407061,0.030427232008150895,0.05838243500056706,0.0004959349980708794,0.08990165200157207,0.0,0.0,5.321820446975835
18,0.0,0.0,0.569796365001821,0.0034868599996116245,4.531370585998957,0.002111180998326745,0.10942658399653737,0.42832056198221835,0.11883099799888441,0.03197431901298842,0.12797111200052314,0.0005787389982288005,0.1013857679990906,0.0,0.0,6.774200936988564
19,0.0,0.36807093100196653,0.0,0.0036548370007949416,4.463994381998418,0.002020117997744819,0.1073154169935151,0.4183679560028395,0.11725117203150148,0.03167215602024953,0.06332897300217155,0.0004887799987045582,0.09080180999717413,0.0,0.0,6.400949428048079
