token_idx,layer_id,expert_id,source
4,33,81,GPU
4,33,136,GPU
4,33,224,GPU
4,34,175,GPU
4,34,166,GPU
4,34,240,GPU
4,34,48,GPU
4,34,64,GPU
4,34,45,GPU
4,34,5,GPU
4,34,95,GPU
4,35,85,GPU
4,35,94,GPU
4,35,2,GPU
4,35,167,GPU
4,35,5,GPU
4,35,114,GPU
4,35,89,GPU
4,35,35,GPU
4,36,158,GPU
4,36,246,GPU
4,36,142,GPU
4,36,67,GPU
4,36,195,GPU
4,36,152,GPU
4,36,202,GPU
4,36,131,GPU
4,37,43,GPU
4,37,60,GPU
4,37,161,GPU
4,37,64,GPU
4,37,135,GPU
4,37,20,GPU
4,37,233,GPU
4,37,207,GPU
4,38,201,GPU
4,38,234,GPU
4,38,30,GPU
4,38,163,GPU
4,38,255,GPU
4,38,209,GPU
4,38,254,GPU
4,38,9,GPU
4,39,246,GPU
4,39,1,GPU
4,39,250,GPU
4,39,248,GPU
4,39,92,GPU
4,39,215,GPU
4,39,22,GPU
4,39,140,GPU
5,0,234,GPU
5,0,92,GPU
5,0,144,GPU
5,0,76,GPU
5,0,188,GPU
5,0,186,GPU
5,0,124,GPU
5,0,172,GPU
5,1,123,GPU
5,1,43,GPU
5,1,198,GPU
5,1,66,GPU
5,1,29,GPU
5,1,141,GPU
5,1,235,GPU
5,1,239,GPU
5,2,249,GPU
5,2,110,GPU
5,2,150,GPU
5,2,164,GPU
5,2,158,GPU
5,2,92,GPU
5,2,23,GPU
5,2,40,GPU
5,3,228,GPU
5,3,116,GPU
5,3,188,GPU
5,3,191,GPU
5,3,251,GPU
5,3,50,GPU
5,3,39,GPU
5,3,119,GPU
5,4,154,GPU
5,4,164,GPU
5,4,94,GPU
5,4,12,GPU
5,4,71,GPU
5,4,121,GPU
5,4,162,GPU
5,4,53,GPU
5,5,81,GPU
5,5,250,GPU
5,5,151,GPU
5,5,98,GPU
5,5,120,GPU
5,5,52,GPU
5,5,153,GPU
5,5,170,GPU
5,6,49,GPU
5,6,196,GPU
5,6,107,GPU
5,6,57,GPU
5,6,79,GPU
5,6,171,GPU
5,6,102,GPU
5,6,50,GPU
5,7,199,GPU
5,7,132,GPU
5,7,212,GPU
5,7,76,GPU
5,7,148,GPU
5,7,24,GPU
5,7,108,GPU
5,7,147,GPU
5,8,56,GPU
5,8,107,GPU
5,8,182,GPU
5,8,55,GPU
5,8,224,GPU
5,8,63,GPU
5,8,41,GPU
5,8,6,GPU
5,9,44,GPU
5,9,108,GPU
5,9,166,GPU
5,9,134,GPU
5,9,61,GPU
5,9,96,GPU
5,9,95,GPU
5,9,243,GPU
5,10,234,GPU
5,10,205,GPU
5,10,9,GPU
5,10,63,GPU
5,10,19,GPU
5,10,232,GPU
5,10,171,GPU
5,10,137,GPU
5,11,111,GPU
5,11,116,GPU
5,11,174,GPU
5,11,114,GPU
5,11,153,GPU
5,11,204,GPU
5,11,107,GPU
5,11,14,GPU
5,12,208,GPU
5,12,3,GPU
5,12,42,GPU
5,12,50,GPU
5,12,150,GPU
5,12,39,GPU
5,12,139,GPU
5,12,66,GPU
5,13,13,GPU
5,13,199,GPU
5,13,219,GPU
5,13,174,GPU
5,13,40,GPU
